"행정구역","2019년06월_총인구수","2019년06월_세대수","2019년06월_세대당 인구","2019년06월_남자 인구수","2019년06월_여자 인구수","2019년06월_남여 비율"
"서울특별시 광진구 (1121500000)","353,878","163,914","          2.16","171,800","182,078","          0.94"
"서울특별시 광진구 화양동(1121571000)","21,908","15,930","          1.38","10,485","11,423","          0.92"
"서울특별시 광진구 군자동(1121573000)","19,962","10,565","          1.89","9,874","10,088","          0.98"
"서울특별시 광진구 중곡제1동(1121574000)","16,056","8,031","          2.00","7,920","8,136","          0.97"
"서울특별시 광진구 중곡제2동(1121575000)","22,259","10,342","          2.15","10,723","11,536","          0.93"
"서울특별시 광진구 중곡제3동(1121576000)","17,318","8,492","          2.04","8,598","8,720","          0.99"
"서울특별시 광진구 중곡제4동(1121577000)","30,402","13,222","          2.30","14,983","15,419","          0.97"
"서울특별시 광진구 능동(1121578000)","11,543","6,227","          1.85","5,324","6,219","          0.86"
"서울특별시 광진구 광장동(1121581000)","35,994","12,039","          2.99","17,421","18,573","          0.94"
"서울특별시 광진구 자양제1동(1121582000)","23,175","11,463","          2.02","11,205","11,970","          0.94"
"서울특별시 광진구 자양제2동(1121583000)","26,793","11,244","          2.38","13,154","13,639","          0.96"
"서울특별시 광진구 자양제3동(1121584000)","29,393","11,057","          2.66","14,160","15,233","          0.93"
"서울특별시 광진구 자양제4동(1121584700)","18,947","9,789","          1.94","9,516","9,431","          1.01"
"서울특별시 광진구 구의제1동(1121585000)","22,454","11,718","          1.92","10,746","11,708","          0.92"
"서울특별시 광진구 구의제2동(1121586000)","27,702","11,623","          2.38","13,410","14,292","          0.94"
"서울특별시 광진구 구의제3동(1121587000)","29,972","12,172","          2.46","14,281","15,691","          0.91"
